Sr.,Category,HS Code,Product,Verity,Summary,Short specs,Long Specs
543,Fruits,80929,Fresh Sweet Cherry,Sweet - Bing,"Sweet, juicy and deliciously tart, Bing cherries are a favorite summertime fruit. Grown in the Pacific Northwest, these deep red cherries are perfect for pies, cobblers and jams.","Size: 18-22 mm, Shape: Globe, Skin Color: Red, Flesh Color: Red, Texture: Firm, juicy, Weight: 5-6 g","Size: 18-22 mm, Shape: Globe, Skin Color: Red, Flesh Color: Red, Texture: Firm, juicy, Weight: 5-6 g,Scientific name: Prunus aviumOrigin: Europe, AsiaTSS value: 18-22Acidity: 5-8Taste: SweetSeed: 1-2Ripening Season: June to AugustNutritional Value: Rich in vitamins and mineralsShelf life: 7-10 days"
545,Fruits,80929,Fresh Sweet Cherry,Sweet - Regina,"The Regina variety of sweet cherry is grown in the Okanagan Valley of British Columbia. This cherry is large and heart-shaped with a deep red colour. The flesh is firm, juicy, and sweet with a hint of tartness. This variety is in season from mid-June to early July.","Size: 18-22 mm, Shape: round, Skin Color: red, Flesh Color: red, Texture: firm, Weight: 6-8 g","Size: 18-22 mm, Shape: round, Skin Color: red, Flesh Color: red, Texture: firm, Weight: 6-8 g,Scientific name: Prunus aviumOrigin: Europe TSS value: 17-18 Acidity: 0.3-0.5 Taste: Sweet Seed: One to three Ripening Season: Late spring to early summer Nutritional Value: Vitamin C, Vitamin A, Dietary fiber Shelf life: 7-10 days"
548,Fruits,80929,Fresh Sweet Cherry,Sweet - Salihli,"Salihli Sweet Cherries are large, dark red cherries that are loved by many for their sweetness. They are grown in the Salihli region of Turkey and are in season from May to July. These cherries are also very similar to the popular Black Forest Cherry.","Size: 18mm, Shape: Heart-shaped, Skin Color: Red, Flesh Color: Bright Red, Texture: Juicy and Firm, Weight: 20g","Size: 18mm, Shape: Heart-shaped, Skin Color: Red, Flesh Color: Bright Red, Texture: Juicy and Firm, Weight: 20g,Scientifc name: Prunus avium , Origin: Europe, TSS value: 17-22%, Acidity: 0.7-0.9%, Taste: Sweet, Seed: One, Ripening Season: June-July, Nutritional Value: Vitamin C, Vitamin A, Shelf life: 2-3 days"
550,Fruits,80929,Fresh Sweet Cherry,Sweet - Rainier,This fruit is a sweet cherry variety that is grown in the Northwest region of the United States. This cherry variety is known for its sweetness and is a favorite among consumers.,"Size: 25 mm, Shape: Globose, Skin Color: Red, Flesh Color: Red, Texture: Juicy, Firm, Weight: 6-7 g","Size: 25 mm, Shape: Globose, Skin Color: Red, Flesh Color: Red, Texture: Juicy, Firm, Weight: 6-7 g,Scientific name: Prunus avium, Origin: Europe, TSS value: 17%, Acidity: 0.5%, Taste: Sweet, Seed: 1-2, Ripening Season: May-July, Nutritional Value: Vitamin C, Shelf life: 7-10 days"
553,Fruits,81190,Fresh Tamarind,Manila,"The Manila Tamarind is a variety of tamarind that is grown in the Philippines. This fruit is known for its sweet and sour taste, and is often used in culinary dishes. The Manila Tamarind is available in the market from late November to early December.","Size: 12 cm, Shape: oval, Skin Color: yellow-brown, Flesh Color: brown, Texture: sour, juicy, Weight: 30 g","Size: 12 cm, Shape: oval, Skin Color: yellow-brown, Flesh Color: brown, Texture: sour, juicy, Weight: 30 g,Scientific name: Tamarindus indica, Origin: India, TSS value: 15-17%, Acidity: 6-8%, Taste: Sweet and Sour, Seed: 1-2%, Ripening Season: October to December, Nutritional Value: Vitamin C, Shelf life: 2-3 months"
554,Fruits,81190,Fresh Tamarind,Young Tips,"Tamarind is a tropical fruit that is popular in many cuisines. It has a unique flavor that is both sour and sweet. Tamarind is available fresh or dried, and can be used in both sweet and savory dishes.","Size: 12 cm long, Shape: pod-like, Skin Color: brown, Flesh Color: dark brown, Texture: pulpy and sticky, Weight: 20-30 g","Size: 12 cm long, Shape: pod-like, Skin Color: brown, Flesh Color: dark brown, Texture: pulpy and sticky, Weight: 20-30 g,Scientific name: Tamarindus indica, Origin: India, TSS value: 10%, Acidity: 6%, Taste: Sour, Sweet, Seed: 1-6%, Ripening Season: March-April, Nutritional Value: Rich in Vitamin C, Shelf life: 2-3 months"
555,Fruits,81190,Fresh Tamarind,Sweet Varieties - Golden,Tamarind is a tropical fruit that is popular in many cuisines. It has a unique flavor that is both sweet and sour. Tamarind is available fresh or dried. The fresh fruit is used in salads and the dried fruit is used in cooked dishes.,"Size: 2-5 cm, Shape: Oval, Skin Color: Brown, Flesh Color: Brown, Texture: Pulpy, Weight: 25-30 g","Size: 2-5 cm, Shape: Oval, Skin Color: Brown, Flesh Color: Brown, Texture: Pulpy, Weight: 25-30 g,Scientific name: Tamarindus indicaOrigin: IndiaTSS value: 9.5%Acidity: 2.2%Taste: Sour, sweetSeed: 1-2%Ripening Season: March-AprilNutritional Value: Vitamin C, carotene, mineralsShelf life: 2-3 months"
556,Fruits,81190,Fresh Tamarind,Sweet Varieties - Indha Plum,Tamarind is a sweet and sour fruit that is popular in many cuisines-The sweet variety is grown in India and Pakistan-The fruit is often used in curries and sauces,"Size: 20-30 mm, Shape: oval or kidney-shaped, Skin Color: brown, yellow, or green, Flesh Color: brown, yellow, or red, Texture: soft","Size: 20-30 mm, Shape: oval or kidney-shaped, Skin Color: brown, yellow, or green, Flesh Color: brown, yellow, or red, Texture: soft,Scientific name: Tamarindus indicaOrigin: India TSS value: 12-14%Acidity: 3-6%Taste: sour and tangy Seed: 1-2%Ripening Season: March-May Nutritional Value: Vitamin C, B vitamins, minerals Shelf life: 6-12 months"
557,Fruits,81190,Fresh Tamarind,Sweet Varieties - Khanti,"The sweet variety of tamarind, Khanti, is grown in regions with tropical climates. The seasonality of this fruit begins in late summer and extends into early winter. Consumers often compare the taste of this fruit to that of a date or prune. Other exciting features of this fruit include its high vitamin C content and its juicy flesh.","Size: 20-30 mm, Shape: oval or kidney-shaped, Skin Color: brown, yellow, or green, Flesh Color: brown, yellow, or red, Texture: soft","Size: 20-30 mm, Shape: oval or kidney-shaped, Skin Color: brown, yellow, or green, Flesh Color: brown, yellow, or red, Texture: soft,Tamarindus indica, Southeast Asia, 18-26%, 0.5-2.0%, Sweet and sour, 1-10%, December to February, Rich in Vitamin C, 3-4 weeks."
560,Fruits,81190,Fresh Tamarind,Young,"A member of the Legume family, Tamarind is a tropical fruit that is popular in East Indian and Thai cuisine. The fruit is encased in a hard brown shell and has a sour, acidic pulp. Tamarind is used in curries, chutneys, and sauces and can also be found in many sweet and savory dishes.","Size: 2-3 cm, Shape: Oval, Skin Color: Brown, Flesh Color: Brown, Texture: Pulpy, Weight: 20-30 g","Size: 2-3 cm, Shape: Oval, Skin Color: Brown, Flesh Color: Brown, Texture: Pulpy, Weight: 20-30 g,Scientific name: Tamarindus indica, Southeast Asia, 12.0%, 0.5%, Sour, Brown, October - February, Vitamin C, B vitamins, minerals, 2-3 weeks"
564,Fruits,80711,Fresh Watermelon,Crimson Sweet,This watermelon variety is Crimson Sweet and it is grown in many regions. The sweetness and juiciness of this watermelon variety is enjoyed by many consumers. This watermelon is a great summer fruit.,"Size: 15-20 cm, Shape: oval to round, Skin Color: green with dark stripes, Flesh Color: pink to red, Texture: juicy and sweet, Weight: 1 kg","Size: 15-20 cm, Shape: oval to round, Skin Color: green with dark stripes, Flesh Color: pink to red, Texture: juicy and sweet, Weight: 1 kg,Scientific name: Citrullus lanatus, Origin: Central Africa, TSS value: 75%, Acidity: 5%, Taste: Sweet, Seed:less, Ripening Season: June to August, Nutritional Value: Rich in antioxidants and vitamins, Shelf life: 3-5 days"
565,Fruits,80711,Fresh Watermelon,Kirin,This refreshing fruit is perfect for summertime! Watermelons are grown in warm climates and are in season from May to September. This fruit is a favorite among many for its sweetness and juicy flesh.,"Size: 10-15 cm, Shape: Oblong, Skin Color: Dark green, Flesh Color: Bright red, Texture: Crisp, Weight: 500-1000 g","Size: 10-15 cm, Shape: Oblong, Skin Color: Dark green, Flesh Color: Bright red, Texture: Crisp, Weight: 500-1000 g,Scientific name: Citrullus lanatus, Origin: China, TSS value: 10-15%, Acidity: 0.75-1.25%, Taste: Sweet, Seed: Many small, black seeds, Ripening Season: Summer, Nutritional Value: Water, Vitamin C, Shelf life: 3-5 days"
569,Fruits,80711,Fresh Watermelon,Mini,This watermelon variety is mini in size and has a refreshingly sweet taste. It is a popular fruit among consumers and is produced in many regions. This fruit is in season during the summer months.,"Size: 30-35 cm, Shape: Round, Skin Color: Dark green, Flesh Color: Bright red, Texture: Juicy and sweet, Weight: 1 kg","Size: 30-35 cm, Shape: Round, Skin Color: Dark green, Flesh Color: Bright red, Texture: Juicy and sweet, Weight: 1 kg,Scientific name: Citrullus lanatus, Origin: Arid and semi-arid areas of sub-Saharan Africa , TSS value: 75%, Acidity: 6%, Taste: Sweet, Seed:less than 5%, Ripening Season: all year, Nutritional Value: high in water, Shelf life: 2-3 weeks"
570,Fruits,80711,Fresh Watermelon,Early Spring Ruby,"This ruby-red watermelon has a crisp, sweet flesh that is perfect for a hot summer day. It is grown in the early spring in the Southern United States and is a favorite among consumers for its refreshing taste.","Size: 80-120g, Shape: Oblong, Skin Color: Green, Flesh Color: Red, Texture: Crisp, Weight: 1000g","Size: 80-120g, Shape: Oblong, Skin Color: Green, Flesh Color: Red, Texture: Crisp, Weight: 1000g,Scientific name: Citrullus lanatus, Origin: China, TSS value: 90% to 92%, Acidity: 0.3%, Taste: Sweet, Seed: White, Ripening Season: Summer, Nutritional Value: Rich in lycopene and vitamins A, C, and B6, Shelf life: 6 to 8 days."
574,Fruits,81190,Honeysuckle,Blue - Haskap,"Honeysuckle Blue, also called Haskap, is a small, elongated fruit with a deep blue skin and edible, violet-colored flesh. This fruit is native to northern Japan, Russia and Canada, and is now grown in commercial quantities in New Zealand. Honeysuckle Blue is a late-season fruit, typically ripening in June or July. The flavor of this fruit has been described as a cross between a blueberry and a raspberry, with a hint of honey.","Size: 3-4 cm, Shape: oval, Skin Color: yellow-orange, Flesh Color: dark purple, Texture: firm, slightly sticky, Weight: 12-18 g","Size: 3-4 cm, Shape: oval, Skin Color: yellow-orange, Flesh Color: dark purple, Texture: firm, slightly sticky, Weight: 12-18 g,Scientific name: Lonicera caerulea, Origin: Siberia, TSS value: 18-22%, Acidity: 6-8%, Taste: Sweet, Seed: Berry, Ripening Season: Late June to early July, Nutritional Value: High in Vitamin C, Shelf life: 2-3 weeks"
575,Fruits,81190,Jackfruit,Malaysian,"The Malaysian Jackfruit is a large, tropical fruit that is native to Southeast Asia. The fruit is similar in appearance to a durian, but is much sweeter and has a more pleasant smell. The Malaysian Jackfruit is a popular fruit among consumers and is typically in season from June to August.","Size: 40-60 cm, Shape: Oblong, Skin Color: Yellow-Green, Flesh Color: Yellow, Texture: Creamy, Weight: 2-5 kg","Size: 40-60 cm, Shape: Oblong, Skin Color: Yellow-Green, Flesh Color: Yellow, Texture: Creamy, Weight: 2-5 kg,Scientific name: Artocarpus heterophyllus, Origin: Malaysia, TSS value: 16-20%, Acidity: 0.1-0.4%, Taste: sweet, Seed: large, Ripening Season: April-June, Nutritional Value: vitamins A, C, and minerals, Shelf life: 2-3 days"
576,Fruits,81190,Jackfruit,Phetracha,"The jackfruit is the national fruit of Bangladesh. It is the largest tree-borne fruit in the world, reaching up to 80 pounds in weight and 36 inches in length. The fruit has a unique, sweet taste that has been likened to a combination of apples, bananas, pineapples, and mangoes. The jackfruit is a popular ingredient in many Southeast Asian dishes, and is also used in some desserts.","Size: Medium, Shape: Ovate, Skin Color: Green, Flesh Color: White, Texture: Juicy, Weight: 500g","Size: Medium, Shape: Ovate, Skin Color: Green, Flesh Color: White, Texture: Juicy, Weight: 500g,Scientific name: Artocarpus heterophyllus, Origin: India, TSS value: 62%, Acidity: 6%, Taste: Sweet, Seed: Edible, Ripening Season: January to March, Nutritional Value: Vitamin C, Potassium, Shelf life: 2-3 weeks"
577,Fruits,81190,Jackfruit,Tong Prasert,"The Jackfruit variety Tong Prasert is a large, oblong fruit that is native to Southeast Asia. It is a popular fruit among consumers for its sweetness and unique flavor. This fruit is typically in season from May to July.","Size: 100-200 mm, Shape: ovoid, Skin Color: green, Flesh Color: yellow, Texture: fibrous, Weight: 200-300 g","Size: 100-200 mm, Shape: ovoid, Skin Color: green, Flesh Color: yellow, Texture: fibrous, Weight: 200-300 g,Scientific name: Artocarpus heterophyllus, Origin: India, TSS: 20-22%, Acidity: 0.5%, Taste: sweet and slightly tangy, Seed: large and edible, Rripening season: May to July, Nutrition: vitamins A, C, and E, potassium, calcium, and iron"
579,Fruits,81190,Jackfruit,J33,Jackfruit J33 is a variety of jackfruit that is grown in the region of Asia. This fruit is in season from March to June and is liked by consumers for its sweetness and juiciness. This variety of jackfruit is also known for its large size and unique shape.,"Size: 30-35 cm, Shape: pear-shaped, oblong, Skin Color: green, yellow, brown, Flesh Color: yellow, white, Texture: firm, starchy","Size: 30-35 cm, Shape: pear-shaped, oblong, Skin Color: green, yellow, brown, Flesh Color: yellow, white, Texture: firm, starchy,Scientific name: Artocarpus heterophyllus, Origin: India, TSS value: 18-22%, Acidity: 0.50-0.80%, Taste: Sweet and aromatic, Seed: Edible, Ripening Season: March to May, Nutritional Value: Vitamin C and dietary fiber, Shelf life: 7-10 days"
580,Fruits,81190,Jackfruit,Changai,"Jackfruit is a variety of fruit that is native to the region of Southeast Asia. The fruit is similar in appearance to a large potato and has a sweet, slightly fibrous flesh. The flesh of the jackfruit can be eaten raw or cooked and is often used in desserts. The fruit is also a good source of vitamin C and potassium.","Size: 20-22 cm, Shape: oval, Skin Color: green, Flesh Color: yellow, Texture: soft, Weight: 500-600 g","Size: 20-22 cm, Shape: oval, Skin Color: green, Flesh Color: yellow, Texture: soft, Weight: 500-600 g,Scientific name: Artocarpus heterophyllusOrigin: India, Southeast AsiaTSS value: up to 35Acidity: lowTaste: sweet, fruitySeed: large, edibleRipening Season: late winter to early springNutritional Value: high in vitamin C, potassium, and dietary fiberShelf life: 2-3 days"
582,Fruits,81190,Jackfruit,Phet Damrong,"The Jackfruit, or Phet Damrong, is a tropical fruit native to Southeast Asia. It is the largest tree-borne fruit in the world, weighing in at up to 80 pounds. The fruit is sweet and mildly fragrant, with a fleshy texture. It is often used in desserts or as a filling for savory dishes.","Size: 24 centimeters, Shape: Oblong, Skin Color: Green, Flesh Color: Yellow, Texture: Bulky, Fleshy, Weight: 1,000 grams","Size: 24 centimeters, Shape: Oblong, Skin Color: Green, Flesh Color: Yellow, Texture: Bulky, Fleshy, Weight: 1,000 grams,Scientific name: Artocarpus heterophyllus, Origin: Thailand, TSS value: 18, Acidity: 0.56, Taste: Sweet, Seed: Edible, Ripening Season: March-May, Nutritional Value: Vitamin C, Shelf life: 7-10 days"
